,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
2715,191,23,68,12,1,1,92,4,0,6,8,0,58,4,1,1,4,40,1,3,0,67,Bad
344,8,2,5,1,0,0,100,-7,7,8,2,2,50,0,2,2,92,-8,1,1,1,100,Bad
5066,162,12,99,19,0,0,100,-7,7,8,21,0,52,-8,0,0,3,-8,3,1,0,67,Good
5845,123,13,56,11,2,0,64,4,3,5,14,0,71,0,8,8,61,72,1,5,0,86,Bad
8456,87,5,31,14,0,0,100,-7,7,8,14,6,29,0,1,1,64,-8,7,1,0,100,Bad
1106,126,2,31,25,0,0,100,-7,7,8,28,9,4,0,5,5,12,-8,6,-8,0,30,Bad
6119,121,5,37,11,0,0,100,-7,7,8,11,3,18,-7,0,0,84,70,5,2,3,88,Bad
1229,310,3,138,10,0,0,100,-7,7,8,10,1,20,0,0,0,1,-8,1,-8,0,13,Good
6555,445,3,123,35,4,3,90,1,0,2,43,3,20,1,5,5,11,79,9,3,0,65,Bad
1781,206,32,87,23,0,0,100,-7,7,8,23,0,30,0,3,3,6,-8,1,-8,0,13,Good
1373,145,4,46,36,0,0,94,80,5,6,36,4,31,0,1,1,61,74,13,6,5,84,Bad
3655,81,2,49,17,0,0,100,-7,7,8,13,2,39,0,3,3,43,81,2,4,1,86,Bad
4494,235,5,92,27,0,0,100,-7,7,8,27,2,26,13,0,0,53,84,8,3,2,65,Good
4876,153,17,77,19,0,0,100,-7,7,8,21,0,43,0,1,1,8,92,1,4,0,83,Good
8357,109,4,48,11,0,0,92,5,4,6,13,2,62,0,5,5,64,82,2,2,1,80,Bad
9498,387,4,123,22,1,1,96,57,6,4,23,1,35,-7,1,1,31,94,7,3,1,83,Good
3262,409,10,85,18,0,0,100,-7,7,8,6,2,17,0,5,5,19,-8,3,-8,0,33,Good
7727,114,11,47,20,0,0,86,3,4,6,22,1,55,0,1,0,69,91,4,5,1,90,Bad
2009,129,13,63,24,1,0,80,20,6,5,25,0,24,-7,0,0,51,71,4,3,2,53,Bad
750,134,68,97,5,1,1,67,7,0,6,6,0,50,1,1,1,0,-8,0,1,-8,33,Good
5784,219,18,127,20,1,0,91,4,3,5,23,0,14,4,1,1,21,91,4,3,1,88,Good
4252,248,9,93,47,0,0,96,30,6,6,47,1,32,5,2,2,54,79,6,3,2,63,Good
6745,178,22,74,25,0,0,92,12,6,6,25,0,40,0,6,5,20,45,5,2,0,70,Bad
3733,181,1,91,12,0,0,100,-7,7,8,14,1,21,0,4,3,66,39,3,2,1,71,Bad
7573,355,1,80,23,0,0,100,-7,7,8,27,5,23,1,5,5,8,98,4,4,1,57,Good
886,379,1,142,37,0,0,98,31,6,6,41,4,37,1,3,3,0,-8,4,3,0,50,Good
7278,218,2,92,39,0,0,100,-7,7,8,42,5,19,0,3,3,8,-8,5,1,0,60,Bad
1113,273,6,119,19,0,0,95,25,6,6,19,1,16,0,2,2,3,-8,2,1,0,30,Good
7665,38,3,19,13,1,1,93,15,6,4,14,5,64,0,1,1,82,91,2,5,1,100,Bad
2395,134,4,68,19,2,0,78,30,6,5,23,2,43,-7,0,0,88,85,5,2,1,88,Bad
2604,209,12,78,21,0,0,100,-7,7,8,7,0,18,5,1,1,12,40,6,2,1,62,Good
470,155,7,71,46,1,1,100,-7,7,8,48,1,38,-7,5,5,7,82,5,5,0,53,Good
188,139,5,67,19,1,0,83,19,6,5,23,2,57,5,0,0,39,66,2,3,0,100,Good
2143,-8,2,67,14,2,0,79,57,6,5,0,1,58,-7,1,1,46,81,4,5,1,100,Good
592,153,18,89,31,2,0,79,0,4,5,38,0,24,-7,0,0,61,23,9,2,2,79,Bad
9308,158,11,79,12,0,0,83,0,4,6,12,1,17,0,2,2,98,54,4,2,3,100,Bad
5135,227,16,96,14,0,0,93,-8,6,6,15,0,40,0,1,1,103,-8,2,1,1,100,Good
5615,187,2,62,17,2,0,80,50,6,5,20,4,20,20,0,0,69,-8,9,1,3,85,Bad
8938,142,8,61,44,0,0,84,6,4,6,44,1,16,0,8,8,45,-8,11,2,2,52,Bad
2813,181,5,12,3,0,0,100,-7,7,8,5,2,100,1,1,1,-8,98,-8,3,-8,100,Good
2261,143,11,103,27,0,0,100,-7,7,8,13,1,11,-7,0,0,0,-8,1,1,0,14,Good
3178,148,3,77,9,0,0,100,-7,7,8,16,1,0,0,1,1,0,-8,0,-8,0,0,Bad
9416,265,8,82,13,0,0,100,-7,7,8,13,1,38,0,0,0,47,92,3,2,2,83,Good
1654,288,7,92,33,0,0,97,7,4,6,37,2,24,0,2,2,2,69,4,3,0,32,Good
7391,321,10,104,10,0,0,100,-7,7,8,11,1,45,-8,0,0,2,-8,4,1,2,83,Bad
3960,59,16,34,3,1,1,100,-7,7,8,4,0,0,0,0,0,68,-8,3,-8,-8,100,Bad
8784,154,6,72,28,0,0,100,-7,7,8,29,2,66,20,0,0,1,64,2,4,0,75,Good
7596,180,3,79,26,1,0,96,56,6,5,32,2,4,-8,0,0,15,50,7,1,0,73,Good
2964,130,7,64,31,3,3,82,16,6,2,34,3,21,0,4,3,14,2,5,3,0,44,Good
7478,246,16,109,19,1,0,81,11,4,5,21,0,24,20,0,0,87,-8,3,2,3,100,Bad
9851,224,4,84,61,0,0,97,28,6,6,61,4,21,2,4,4,1,98,5,2,1,32,Good
3559,177,9,97,15,0,0,67,5,4,6,6,1,27,0,2,2,60,92,2,2,2,67,Bad
6864,190,11,132,7,0,0,86,2,4,6,7,1,14,0,1,1,94,-8,2,-8,2,100,Bad
2584,141,3,42,12,1,1,92,48,6,6,13,4,54,2,4,4,54,87,5,3,1,100,Bad
4801,143,2,38,8,3,2,90,67,6,2,12,3,30,0,0,0,25,-8,3,1,0,67,Bad
784,257,3,98,18,0,0,100,-7,7,8,20,2,30,3,1,1,43,-8,5,1,2,70,Good
2204,215,34,80,18,0,0,100,-7,7,8,24,0,33,-7,1,1,2,-8,1,2,0,75,Good
7663,316,8,83,35,0,0,100,-7,7,8,36,1,50,0,1,0,6,92,4,2,0,75,Good
9638,139,22,72,18,0,0,100,-7,7,8,16,0,22,-8,0,0,20,82,1,2,0,43,Good
814,300,5,98,62,0,0,98,67,6,6,64,1,27,0,3,3,31,33,10,5,1,59,Good
5035,147,2,62,32,1,1,94,7,1,3,34,4,47,7,0,0,34,94,5,4,0,64,Good
812,183,2,85,29,1,0,97,77,6,5,32,2,50,2,1,1,9,79,2,3,0,50,Good
5976,208,3,42,8,0,0,100,-7,7,8,8,3,88,0,3,2,165,92,1,4,-8,100,Bad
7752,151,4,71,22,0,0,87,8,4,6,23,2,43,-7,3,3,57,86,1,4,0,83,Bad
7543,177,23,112,10,0,0,100,-7,7,8,10,0,20,-8,0,0,0,-8,2,-8,0,67,Good
1311,135,67,85,4,0,0,100,-7,7,8,4,0,50,0,1,1,0,-8,0,-8,0,0,Good
5926,127,7,64,31,0,0,97,12,5,6,32,3,28,0,8,8,74,69,7,2,3,75,Bad
3796,210,14,87,23,0,0,70,1,4,6,23,0,35,0,1,1,53,5,6,3,2,77,Bad
7521,129,14,65,19,0,0,100,-7,7,8,20,0,30,1,2,2,12,80,2,2,0,67,Good
5380,23,7,15,6,0,0,100,-7,7,8,6,2,33,0,11,11,95,-8,3,1,1,100,Bad
9752,221,11,77,42,0,0,95,34,6,6,42,2,60,-8,0,0,71,68,6,9,3,94,Good
6609,94,3,59,45,0,0,100,-7,7,8,49,5,21,0,8,8,37,-8,12,2,4,67,Bad
5423,291,21,108,23,0,0,96,14,6,6,23,0,13,-7,2,2,51,-8,3,1,1,44,Good
2042,236,1,104,30,0,0,84,0,4,6,20,2,13,-7,1,1,21,26,7,2,1,50,Good
7124,173,1,75,30,0,0,97,7,4,6,32,1,38,-7,1,0,43,100,6,1,1,70,Bad
8147,160,1,70,6,3,2,45,13,6,3,11,1,73,0,2,2,64,52,1,4,1,71,Bad
8559,144,13,77,25,3,1,74,4,4,5,35,0,86,-7,6,6,87,22,2,2,1,100,Bad
9337,207,4,68,25,0,0,96,17,6,6,26,4,46,0,4,3,0,-8,2,1,0,43,Good
6099,167,1,70,7,0,0,88,-8,6,6,8,1,25,0,0,0,18,100,2,2,2,57,Good
7855,252,1,80,48,0,0,100,-7,7,8,50,4,20,0,3,3,17,88,5,3,1,44,Bad
3336,188,5,106,40,0,0,100,-7,7,8,34,3,28,2,1,1,5,51,6,5,0,52,Good
4460,332,4,134,12,4,4,79,72,6,2,14,2,43,8,0,0,47,96,4,3,1,100,Good
6268,206,22,92,12,0,0,100,-7,7,8,12,0,67,21,0,0,0,12,0,2,0,50,Good
6931,90,17,60,11,1,1,100,-7,0,8,13,0,50,0,2,2,76,-8,1,2,-8,100,Bad
2583,150,6,18,2,1,1,67,16,6,4,9,2,33,7,0,0,22,-8,1,1,-8,67,Bad
4014,78,4,30,23,0,0,100,-7,7,8,25,6,25,0,3,3,44,86,8,5,5,76,Bad
1582,111,2,37,8,0,0,100,-7,7,8,9,2,22,0,4,4,49,73,5,2,1,88,Bad
4613,120,16,68,21,0,0,81,20,6,6,21,0,10,0,1,1,35,-8,8,-8,1,80,Good
7549,348,11,103,11,0,0,100,-7,7,8,11,1,27,10,0,0,10,83,3,1,0,57,Good
4320,138,19,62,9,0,0,92,1,4,6,13,0,31,0,2,2,91,61,4,2,4,75,Good
4963,243,7,80,57,0,0,98,-8,6,6,58,2,43,3,2,2,48,87,10,4,4,74,Bad
7698,167,24,116,28,2,0,75,0,4,5,32,0,13,0,0,0,92,-8,11,1,8,93,Bad
9866,131,5,57,21,0,0,95,80,6,6,21,5,19,7,0,0,26,-8,5,2,0,100,Good
8366,130,8,55,30,0,0,100,-7,6,8,32,4,53,0,2,2,39,82,4,7,0,79,Good
6898,420,7,109,22,0,0,96,81,6,6,24,2,17,0,0,0,1,-8,2,1,0,18,Good
1750,381,3,86,38,0,0,100,-7,7,8,39,3,18,0,3,2,35,53,8,3,3,65,Bad
7218,148,1,64,42,1,0,82,11,4,5,45,4,60,1,4,4,13,65,3,8,2,75,Bad
5163,181,6,52,21,0,0,100,-7,7,8,21,2,38,0,2,2,81,74,4,4,2,62,Bad
7631,295,40,116,5,0,0,100,-7,7,8,5,0,40,6,0,0,58,-8,1,1,0,67,Bad
8745,272,13,117,21,0,0,100,-7,7,8,21,0,24,20,0,0,0,-8,0,1,0,14,Good
2323,311,5,92,23,0,0,100,-7,7,8,16,2,8,-7,1,1,1,-8,2,1,0,25,Good
722,156,13,90,39,4,3,91,3,3,5,45,0,16,15,0,0,81,-8,7,-8,1,88,Bad
7121,206,26,89,15,0,0,100,-7,7,8,17,0,47,-7,0,0,5,-8,2,1,0,50,Bad
417,141,5,66,12,7,5,59,19,6,3,18,4,35,0,3,3,22,-8,2,-8,0,50,Bad
8562,32,4,20,5,0,0,80,17,6,6,5,1,20,-7,2,2,83,33,1,1,1,60,Bad
8037,157,6,44,13,1,0,93,30,6,5,14,4,36,4,1,1,23,80,3,2,-8,67,Bad
5383,148,7,63,6,2,1,22,7,0,2,9,1,44,0,0,0,100,0,2,2,-8,100,Bad
820,195,1,77,29,1,1,94,41,6,3,34,7,47,8,0,0,28,99,7,3,1,77,Good
6147,302,10,99,28,0,0,100,-7,7,8,28,1,18,-7,0,0,12,79,3,2,1,50,Good
5356,194,10,54,14,1,1,79,10,4,6,15,1,29,0,1,1,74,-8,6,1,1,70,Bad
6091,165,3,70,10,2,1,85,62,6,2,13,1,54,0,2,2,90,-8,5,1,2,100,Bad
3769,25,22,24,3,4,4,100,-7,6,8,3,0,67,0,2,2,18,91,1,2,-8,100,Bad
6414,305,4,97,8,2,1,73,1,4,4,11,1,36,0,5,5,15,96,5,4,1,100,Bad
9250,296,28,139,8,1,1,89,4,0,2,9,0,22,0,0,0,40,-8,5,-8,0,100,Bad
5197,273,5,73,39,0,0,98,5,4,6,40,3,43,0,1,0,3,138,2,7,0,45,Bad
274,266,3,95,12,0,0,100,-7,7,8,13,3,15,0,0,0,22,-8,3,-8,0,43,Bad
9191,85,6,43,21,0,0,100,-7,7,8,21,2,29,4,1,1,76,56,7,2,3,75,Bad
904,176,13,89,25,1,0,93,34,6,5,30,0,23,3,2,2,0,-8,2,1,0,30,Bad
173,175,6,56,17,2,1,90,11,4,5,20,3,55,1,1,1,16,92,3,8,0,73,Good
2581,119,5,77,54,0,0,98,15,6,6,7,5,31,4,1,1,19,87,4,3,0,73,Good
4492,316,8,119,22,1,0,78,1,4,5,23,1,26,-8,0,0,29,-8,4,2,1,50,Good
7171,225,3,68,28,0,0,96,18,6,6,28,4,18,-7,0,0,25,100,5,2,1,50,Good
8297,210,9,65,10,2,2,90,17,6,6,10,1,40,-8,0,0,40,48,3,3,1,86,Good
7282,277,5,93,34,1,0,97,52,6,5,35,1,40,7,0,0,7,80,4,3,1,58,Good
719,272,18,104,10,1,0,91,35,6,5,12,0,18,17,0,0,6,-8,1,-8,0,25,Good
4760,229,2,72,28,0,0,100,-7,7,8,33,3,48,0,10,10,30,-8,6,2,2,50,Bad
40,318,18,90,13,0,0,100,-7,7,8,13,0,62,0,0,0,0,44,0,2,-8,50,Good
7134,194,31,86,11,0,0,100,-7,7,8,11,0,27,-7,1,1,5,-8,3,1,0,57,Good
117,203,6,91,15,0,0,100,-7,7,8,17,1,29,-7,0,0,16,93,6,2,1,69,Bad
5834,98,3,50,31,0,0,97,14,6,6,32,3,56,0,2,2,46,21,4,6,1,83,Good
250,409,4,138,18,0,0,85,15,6,6,20,2,25,0,0,0,55,-8,7,-8,1,80,Bad
3477,254,11,68,18,0,0,95,1,4,6,24,1,16,4,1,1,3,19,4,3,0,58,Bad
1380,60,17,31,16,0,0,100,-7,7,8,16,0,13,0,1,1,76,-8,8,1,7,69,Bad
3753,264,11,110,17,0,0,100,-7,7,8,17,1,12,0,1,1,27,-8,7,1,1,62,Bad
5009,158,3,54,23,0,0,100,-7,7,8,25,2,38,3,2,2,14,130,1,2,0,50,Good
6762,177,5,67,22,1,1,100,-7,7,8,23,3,32,0,1,1,66,85,5,2,2,80,Good
9044,181,5,58,21,0,0,91,0,4,6,23,1,52,5,1,1,40,88,4,3,2,64,Bad
3749,164,6,76,43,0,0,100,-7,7,8,47,1,32,0,1,1,3,-8,3,1,0,31,Good
6519,242,38,116,20,0,0,100,-7,7,8,20,0,30,-8,0,0,4,-8,3,-8,0,50,Good
4194,75,2,37,15,0,0,100,-7,7,8,16,3,44,1,1,1,20,83,2,3,0,56,Good
5325,331,3,79,14,1,0,67,9,4,5,15,4,33,0,2,2,7,70,3,3,0,60,Bad
6136,282,3,64,39,0,0,100,-7,7,8,40,3,28,-7,0,0,14,86,6,1,2,44,Good
5011,156,1,73,20,1,0,91,15,6,5,23,4,48,5,1,1,11,64,3,5,0,67,Good
8665,119,7,50,16,0,0,94,27,6,6,16,1,38,0,1,1,9,82,2,4,0,75,Good
1176,172,5,54,16,0,0,82,0,4,6,17,3,47,0,0,0,64,13,3,3,2,55,Bad
4756,151,4,66,10,1,0,91,51,6,5,13,2,23,10,0,0,0,-8,0,1,-8,33,Good
9554,178,17,110,4,3,3,67,6,4,3,6,0,17,-7,0,0,41,46,1,1,1,75,Bad
815,37,8,20,5,0,0,100,-7,7,8,5,2,60,5,0,0,74,84,1,2,1,75,Bad
9259,185,15,97,21,5,5,75,1,1,2,28,0,25,0,1,1,9,67,2,2,1,44,Bad
8838,343,14,154,18,0,0,100,-7,7,8,18,0,28,-8,0,0,3,-8,3,-8,0,38,Good
5456,164,19,108,9,1,0,70,9,4,5,10,0,80,-7,0,0,0,121,0,4,-8,80,Good
2410,257,8,79,35,1,1,86,15,6,2,7,2,14,7,0,0,10,31,3,1,0,33,Good
2752,171,6,141,40,0,0,100,-7,7,8,57,2,39,6,0,0,5,-8,2,2,0,31,Good
4463,219,2,82,28,0,0,93,13,6,6,29,2,14,1,1,1,28,-8,7,1,0,50,Good
8056,178,5,84,13,0,0,100,-7,7,8,13,2,46,-8,0,0,18,-8,2,1,0,75,Good
8540,195,5,87,40,0,0,100,-7,7,8,49,2,36,-7,1,1,9,-8,5,2,0,78,Good
1538,149,3,52,16,0,0,100,-7,7,8,16,2,63,0,1,1,26,83,1,4,0,83,Good
7433,226,119,173,2,0,0,50,11,4,6,2,0,0,5,0,0,8,-8,1,-8,-8,50,Bad
4473,45,5,28,16,0,0,100,-7,7,8,16,2,19,0,10,10,47,-8,6,-8,2,75,Bad
1491,229,21,114,20,3,1,68,8,4,4,25,0,36,0,2,2,63,86,6,3,1,90,Bad
5473,142,6,57,10,1,1,67,30,6,4,14,2,42,-7,1,1,73,99,3,3,1,100,Bad
3951,342,2,77,29,4,0,72,25,5,5,36,4,58,0,1,1,47,88,3,4,1,88,Bad
6084,264,3,86,10,1,1,79,14,6,3,14,1,36,0,1,1,79,-8,4,1,1,83,Bad
2853,224,8,110,27,0,0,96,14,6,6,31,1,15,-8,0,0,12,-8,7,1,0,62,Good
7089,85,6,47,27,0,0,100,-7,7,8,28,3,33,-7,6,5,97,87,3,2,3,100,Bad
6086,174,16,63,17,1,1,89,1,4,6,19,0,44,0,0,0,6,80,1,2,0,33,Bad
2115,279,2,37,29,0,0,97,6,4,6,48,7,23,-7,1,1,31,90,6,3,2,45,Bad
8455,272,4,89,31,0,0,100,-7,7,8,33,2,27,0,0,0,90,90,8,4,4,86,Good
8561,151,2,62,18,0,0,100,-7,7,8,19,1,47,-7,2,2,16,60,4,7,0,79,Good
2376,188,17,107,9,0,0,100,-7,7,8,16,0,33,-7,0,0,0,69,1,2,0,57,Bad
6276,181,4,63,30,0,0,100,-7,7,8,32,1,33,23,0,0,14,31,4,4,1,62,Good
6527,306,49,122,14,0,0,100,-7,7,8,14,0,36,13,0,0,3,-8,2,-8,0,67,Good
2997,194,1,62,21,1,0,96,40,6,5,23,7,26,0,5,5,60,75,4,4,1,62,Bad
3210,218,12,85,27,0,0,100,-7,7,8,41,0,21,-8,0,0,44,-8,3,1,1,42,Good
1026,158,6,67,16,0,0,94,3,4,6,17,2,12,0,2,2,10,91,1,2,0,50,Bad
9142,184,2,69,7,0,0,58,1,4,6,12,2,67,6,0,0,4,57,2,5,0,78,Good
7792,146,2,82,50,0,0,100,-7,6,7,62,1,47,2,1,1,14,44,4,5,0,56,Good
493,171,5,92,52,1,0,90,4,3,5,58,2,47,-7,0,0,28,32,7,7,0,78,Bad
6248,192,6,89,18,0,0,100,-7,7,8,18,3,17,2,2,1,68,48,10,2,4,93,Good
360,163,4,71,25,0,0,100,-7,6,8,28,4,29,0,0,0,18,98,4,2,0,55,Bad
8112,194,17,75,18,1,1,95,29,6,2,19,0,53,0,2,2,4,47,1,2,0,60,Good
9476,311,5,72,17,0,0,100,-7,7,8,17,3,35,-7,1,1,32,-8,2,2,1,57,Good
4910,156,5,49,25,0,0,96,-7,5,7,25,2,40,-7,1,1,58,88,7,9,1,80,Bad
8242,331,29,181,11,0,0,75,4,4,6,12,0,25,-7,3,3,77,60,4,2,3,86,Bad
9245,132,4,63,22,1,0,96,29,6,5,24,4,25,0,2,2,5,94,5,2,1,58,Bad
6799,161,2,58,1,0,0,67,53,6,6,3,2,33,0,3,3,37,91,1,1,0,100,Good
865,148,27,96,13,0,0,100,-7,7,8,14,0,50,0,2,2,75,-8,1,1,0,100,Good
5099,139,2,52,11,0,0,92,64,6,6,12,3,42,0,3,3,34,85,1,3,1,44,Good
4052,102,3,61,7,0,0,100,-7,7,8,7,1,71,-7,3,3,-8,48,-8,3,-8,100,Bad
2250,120,3,69,11,1,1,91,-8,6,6,29,2,45,-7,6,6,92,86,5,3,1,100,Bad
5590,122,3,65,19,0,0,100,-7,7,8,19,2,42,2,1,1,18,73,2,3,0,83,Good
5648,106,4,51,18,1,1,76,2,0,2,22,3,57,3,1,1,22,38,4,2,0,67,Good
3088,-8,14,164,25,1,0,96,67,6,5,0,0,7,11,0,0,1,-8,3,-8,0,30,Good
5178,139,5,63,29,0,0,93,50,6,6,29,3,66,0,0,0,52,50,3,5,1,67,Bad
496,168,9,72,41,0,0,100,-7,6,7,44,1,41,-7,2,2,3,56,3,2,0,42,Good
7147,228,19,126,10,0,0,82,15,6,6,12,0,18,-7,3,3,37,-8,6,1,1,88,Bad
5321,44,3,27,22,1,1,91,6,0,2,23,4,17,0,1,1,17,89,7,3,0,61,Bad
2451,-8,1,112,23,0,0,100,-7,7,8,0,2,33,3,1,1,1,87,1,2,0,30,Good
3902,126,8,58,3,2,2,75,70,6,2,5,2,50,0,1,1,-8,50,-8,2,-8,100,Bad
3054,185,1,67,10,1,1,92,62,6,6,18,2,67,10,0,0,15,70,1,3,0,80,Good
7126,226,5,74,22,0,0,91,66,6,6,22,1,32,-7,0,0,61,94,5,2,2,64,Bad
8043,246,2,81,34,0,0,94,3,4,6,41,3,46,8,0,0,56,85,7,3,3,67,Bad
2527,29,20,65,11,0,0,100,-7,7,8,1,0,36,20,0,0,0,49,0,2,0,25,Good
6317,123,39,63,10,0,0,73,3,4,6,11,0,36,-8,1,0,73,-8,1,1,1,33,Bad
5449,106,11,48,4,0,0,75,67,6,6,4,1,75,-7,1,1,-8,28,-8,2,-8,100,Bad
196,90,7,38,7,0,0,100,-7,7,8,7,1,57,5,1,1,91,52,1,2,1,75,Bad
3871,299,1,112,12,0,0,100,-7,7,8,13,3,8,0,1,1,34,-8,4,1,1,45,Bad
6444,84,15,47,7,0,0,100,-7,7,8,8,0,63,3,1,1,101,-8,3,1,1,100,Bad
954,251,7,107,25,0,0,100,-7,7,8,27,2,33,7,0,0,36,92,4,2,2,75,Good
1720,121,7,42,15,1,0,94,76,6,5,16,1,19,0,0,0,4,-8,5,1,0,55,Good
4912,192,25,128,17,0,0,100,-7,7,8,17,0,41,-7,0,0,22,-8,3,1,0,80,Good
8309,120,2,46,22,0,0,100,-7,7,8,23,5,22,2,3,3,6,90,1,2,0,50,Good
5155,113,6,57,21,0,0,71,6,4,6,21,4,52,0,0,0,84,67,7,2,1,90,Bad
9799,380,1,156,13,0,0,100,-7,7,8,16,2,19,0,5,4,24,-8,4,1,1,71,Bad
9514,84,8,40,28,0,0,100,-7,7,8,28,2,25,-7,2,2,23,75,7,4,1,55,Good
3395,78,3,70,23,0,0,100,-7,7,8,2,5,8,0,2,2,76,-8,5,-8,2,56,Good
5042,129,4,53,18,0,0,100,-7,6,7,18,1,61,1,5,5,93,40,3,4,1,100,Good
1932,144,4,75,38,1,1,100,-7,7,8,13,2,21,-7,2,2,11,98,6,2,0,50,Bad
5645,205,3,105,7,0,0,100,-7,7,8,7,3,86,-8,0,0,-8,69,-8,3,-8,100,Good
7439,141,3,45,40,1,0,98,20,6,5,41,8,61,-8,0,0,33,121,2,14,1,73,Good
2770,134,6,17,8,0,0,100,-7,7,8,49,5,25,3,2,2,61,58,4,2,1,75,Bad
3506,264,17,121,11,0,0,100,-7,7,8,3,0,45,-8,0,0,4,21,3,1,0,100,Good
1251,29,9,18,10,0,0,100,-7,7,8,10,3,40,0,5,5,38,68,5,3,0,89,Good
1148,242,15,97,23,0,0,100,-7,7,8,23,0,4,0,0,0,44,-8,5,1,2,50,Good
5808,425,61,127,14,0,0,100,-7,7,8,15,0,14,-8,0,0,3,-8,4,1,0,71,Good
6259,259,6,120,26,0,0,93,42,6,6,27,3,22,5,0,0,49,79,4,2,2,67,Good
9224,93,2,50,20,1,1,76,32,6,6,22,5,24,0,1,1,58,-8,4,1,2,45,Good
5861,274,7,103,27,0,0,79,2,4,6,29,1,17,0,0,0,33,47,11,2,3,76,Good
8533,198,19,57,19,0,0,90,6,4,6,21,0,62,-7,0,0,71,71,6,3,1,100,Bad
6068,199,9,53,23,0,0,74,2,4,6,23,1,17,0,1,1,36,88,11,3,1,70,Bad
299,244,2,93,8,1,1,82,26,6,4,11,3,18,0,1,1,15,-8,4,1,0,86,Bad
5522,48,10,23,21,0,0,100,-7,7,8,22,2,43,1,3,2,52,87,5,4,3,75,Good
8462,223,1,75,18,0,0,100,-7,7,8,20,2,40,0,0,0,10,-8,4,1,1,71,Good
6085,146,2,58,18,0,0,100,-7,7,8,20,3,55,0,6,6,47,98,2,4,1,75,Bad
4886,129,4,55,27,0,0,100,-7,7,8,27,2,44,0,1,1,75,96,7,3,3,100,Bad
2669,351,3,100,23,0,0,100,-7,7,8,46,3,13,-8,0,0,3,-8,4,-8,1,50,Good
6,88,7,37,25,0,0,92,9,4,6,26,3,58,0,4,4,89,76,7,7,2,100,Good
1233,31,1,16,5,0,0,83,-8,4,6,6,2,33,0,6,5,0,93,1,1,0,40,Bad
7189,173,21,93,25,0,0,92,7,4,6,26,0,35,16,0,0,4,34,4,2,0,44,Bad
7706,136,3,62,35,2,1,92,58,6,5,37,5,54,0,2,2,68,89,8,2,2,67,Bad
3893,268,6,77,14,1,1,100,-7,0,8,15,2,50,0,0,0,3,-8,1,1,0,50,Good
7122,152,12,71,44,1,1,96,21,6,2,48,0,21,-7,0,0,14,16,5,2,0,64,Good
3863,106,4,43,25,0,0,86,24,6,6,28,2,50,0,3,3,67,93,6,2,0,89,Bad
5598,140,5,74,22,0,0,100,-7,7,8,24,2,14,0,1,1,36,22,1,2,0,30,Good
3762,331,11,117,16,0,0,82,2,4,6,17,1,53,0,0,0,60,41,6,2,3,100,Bad
3129,519,20,164,23,0,0,100,-7,7,8,35,0,22,1,1,1,50,58,7,2,3,67,Good
1903,197,3,43,13,0,0,100,-7,7,8,11,3,23,-7,2,2,90,40,5,3,5,89,Bad
8128,244,3,69,33,0,0,100,-7,7,8,34,3,15,4,1,1,1,85,6,2,0,38,Good
7165,324,18,126,17,0,0,100,-7,7,8,17,0,6,-7,0,0,4,-8,5,1,1,75,Bad
2560,199,28,63,1,2,2,33,80,5,2,11,0,33,4,1,1,-8,-8,-8,1,-8,100,Bad
8164,422,5,128,35,2,0,89,9,3,5,37,2,3,0,1,1,4,-8,4,1,0,20,Bad
44,255,16,100,40,0,0,100,-7,7,8,44,0,23,0,1,1,79,-8,18,1,13,80,Bad
6116,257,17,111,16,1,0,68,5,3,5,19,0,37,-7,1,0,17,56,4,2,0,60,Bad
1374,121,12,63,7,4,4,70,57,0,2,11,0,60,0,0,0,38,78,1,3,0,100,Bad
8647,229,4,56,32,0,0,100,-7,7,8,33,5,63,5,1,1,18,69,3,12,1,83,Good
2418,-8,2,54,33,0,0,100,-7,7,8,0,5,34,4,1,1,38,98,2,5,1,64,Bad
8346,206,9,50,21,0,0,90,14,6,6,21,2,29,0,1,1,13,-8,4,1,0,63,Bad
8138,328,3,98,15,1,1,94,33,0,6,16,2,31,14,0,0,48,43,2,2,0,50,Bad
5948,173,8,58,17,2,1,85,2,0,2,20,4,45,0,0,0,7,68,3,2,0,75,Good
3508,347,5,75,25,0,0,100,-7,7,8,19,3,44,4,1,1,2,81,2,3,0,56,Good
3921,287,2,82,22,0,0,100,-7,7,8,23,3,35,0,1,1,98,96,10,3,4,100,Bad
5553,209,9,117,25,0,0,100,-7,7,8,25,1,40,3,1,1,87,61,8,2,4,85,Bad
427,250,6,103,26,0,0,88,1,4,6,26,1,35,0,0,0,79,60,4,2,2,75,Bad
5702,89,5,49,23,0,0,96,42,6,6,23,2,43,5,0,0,13,83,3,4,1,64,Good
